id,reviewContent
112,"Best Android phone till date. I have been using it for 3 days now and OnePlus didn't let me down.
* Great battery life. I use mobile for texting, taking pics and pubg usually. I charge it once a day which is pretty great.
* Dash charging does help the phone to get charged to 90% in 50-60mins (3700mAh).
* You all know about the specs abt camera. But one thing to note is unlike oneplus 6, 6t's pro mode has bigger capture size.
* On screen finger print scanner amazes me each time I use it. Animation is so great. One thing i'd like to mention abt this animation is it is too bright even when brightness of the screen is minimum which is bad when you want to unlock ur phone at night time.

This is the best phone you can buy in 2018 and early 2019 at around 35-40k. So go ahead and buy it, I'm sure you won't regret it!"
113,Phone is good and phone sound was very good but battery is very bad I am not satisfied this phone
114,The alert slider is not working. Did not expect a defected piece from amazon. very disappointing. for replacement a technicuan from amazon will come and report. before that im left wid no phone. its so disheartening.
115,"AS I HAD ALREADY CUSTOMER OF ONE PLUS 5,IAM VERY MUCH DISAPPOINTED WITH PACKING MATERIAL OF ONE PLUS 6T, I COMPARE BOTH BOXES OF ONE PLUS 5 AND 6T
WHEN I PICK MY NEW PHONE 6T,I FOUND MATERIAL USED IS VERY DULL,MY FIRST IMPRESSION WAS 0
BUT OVERALL PHONE IS WORKING WELL WITH LESS BATTERY BACKUP"
116,"1. If you will see IPHONE then each application's UI will be the semetrical and properly handled, Unlike the oneplus 6T
if you will notice then while you are in CHAT then Bottom SEND and left SMILY button will not show 100% properly.
2. Without using any app it consumes 4+GB of RAM.
3. Camera quality is OK+ , Because its using almost same library of PIXEL phone, But not match that image processing quality. FRONT CAMERA QUALITY is just WROST ever if you will try on Artificial Light condition.
4. If you ZOOM once you took the picture it will not show the Best quality resolution.
4. If your phone will be in IDEAL mode for 10+ mins then your phone will be freeze for 7-8 Seconds."
117,"The phone is excellent software and internals wise. However the cons are as follows:

- all glass. Serves no purpose and makes the phone fragile
- no notification light
- no headphone jack. Pointless omission simply to ape Apple
- ambient display brightens up too much for sensing fingerprint and is very irritating at night
- phone is a tad too big. They should ideally have kept the 5.5 screen size from the op5 days and removed the bezels instead of increasing the size of the phone
- terrible vibration motor. My old nokias from the last decade had much better vibration. Not expected from such a premium phone"
118,My new one plus 6t is stucking a lot. Screen getting blank every time it get stucked. It stucked 5 times in last two days. Requesting you to please replace my phone.
119,"This is my first OnePlus Device and it feels amazing that how fast this phone is! I switched from Samsung Galaxy S7 Edge and I'm glad I did....Battery life is just outstanding and I've never ever got such a powerful battery ever in my smartphone life. It actually lasts more than a day with lots of playing (I'm a Gamer) and general usage. Camera is also very good and certainly better than my previous phone. UI is clean and lightning fast. Build quality and finish is premium, sturdy and not at all fragile. The in-box Type-C to 3.5mm Adapter solves the absence of headphone jack problem. The supplied case is of premium quality and easily gives all-round protection to any angle falls. Dash charging is superb too. Android Pie out-of-the-box is cool but restricts call recording from third party apps (which is must for me), but OP did a fantastic job of putting in-built call recorder which works flawlessly in Pie as well. As of now, I don't see a single negative point for this phone. Its truly a remarkable one! Thank You OnePlus and Amazon!"
120,"Camera is pathetic. Takes blurry pics sometimes. Pics gets detoriarated on little bit of zooming also. Looks like its a 8mp camera. Samsung takes better pics even in 8k phone. Low light is equally bad. Poor selfie camera. Those saying awesome camera have no idea about cameras. Improve camera performance in the next update.

Its blazzing fast. Smooth. Looks great. But cam and speakers r disappointment."
121,"They are exactly Working on their tag line ""the speed you need"". It's very fast. Very very fast. Talking about camera, that would have been better than op6. But nothing changed. Night scape is very good change. You can feel the light in nightscape mode. Audio is better than most of smartphones but not up to One plus mark. Battery life is best. You can rely on his battery for only one charge of half an hour with full day battery life even if you use it fully. Fingerprint scanner can't be better. New update help him open fast. If you have budget of 35k, buy it without second thought."
122,"The phone overall is supposed to be flagship killer. But the truth is that despite killing flagship it can’t kill the performance and stability of the previous model one plus 6. As someone who has both the phones in the family my observation is in comparison with one plus 6 and I feel one plus has gone down on the standards with the new phone.
Pros
Better sound than 6
Photos have better depth and clarity
Battery back up is good
Cons
Fingerprint unlock is absolutely lacking performance and does not work at times
Phone hangs at times and does not feel like it’s a one plus product or having 6 gb ram
Camera freezes and sometime renders all buttons including power button action less

Hope OnePlus comes with a sw update to handle all the issues, else this is gonna bring bad press for them."
123,"Mobile is too good , but product i received faulty , on 2 nd day I connected to charging by keeping g switch off and change sim card . it cant switched on . I placed immediately replacement order and Amazon take it properly. Thanks Amazon. But now I cancelled and all order."
124,"The product was defective. And amazon kept me on wait for 10 days for no reason to replace the phone,even it was manufacturing defects."
125,"This was for my sister. She previously had iphone 8 and believe me she loved the oneplus.
I am myself using a oneplus 6 and while comparing it with the T version.

There are only slight differences apartment from the notch size battery capacity and on screen fingerprint reader.

I particularly doesn't feel for the need for a quad HD screen since the screen quality is amazing.

They could have added bwtter camera modules and instead of the depth sensor , they could have put a telescopic lens

Speaker quality has improved from the 6 but they should have added stereo speakers.

I know some are xomolaing about the jack but sooner or later everyone will start using Bluetooth headphones, just like touch screen phone made a revolution.

The biggest upgrade that i personally feel is the 400mah increase in battery capacity.

I never had any issues with the 6 but the 6t wouod easily last 2 days for a moderate user"
126,"Firstly i would like to thank oneplus for making a device like that. The best part of the phone is the performance which you expect from a snapdragon 845 chip .. obviously you are paying for that.
(Or han"" don't do the math"" i have poco f1 too,, 6t is better in everything. worth paying more.. )

*Now the Issues are..
1. Lack of 3.5mm jack which can be a deal breaker for many people. But honestly not for me. Because i don't have a wired earphone or headphone. It's 2k18 even my car doesn't have an aux port. (Android auto). If still u want to use then there is a connector comes with the box.
2 . Notification led.
If they provided a led on the top of display then you have to compromise with that beautiful notch.
Again not a deal breaker.

*Important*
I have seen many people are saying in reviews. That they have not received cash back or type c bullet earphones with box. Not sure about. The cash back. But. If you pre book this device. It is mentioned that u will receive a code to purchase those earphones by 15 nov. U will not get those with the box..
And about the cash back i had purchased it at rs 46k(8ram 256rom) nd i received that 1000 instantly nd 500 on 5th nov.

Chaliye ab kuch buraiya bhi karde

*Sound quality can be better..
*Not ip certified. It is just splash proof (but i don't know how to swim so I'm not taking my phone in pool... again not a deal breaker)
Buss ab kharid lia or burai nhi hoti."
127,"Hello Guys, it’s been 1 week since I got (8GB/256GB) one of the best phone in market. As expected OnePlus deliver customs expectations.
Regarding phone it’s of course best in the market, battery charging takes around 75 minutes from 5% to 100%. Discharging is pretty normal compared to its competitors. Photo clarity is good enough in normal/ portrait mode but night mode I don’t feel good enough, it takes longer time to stabilise and we need to hold and wait. Video and photo clarity is good but not the best in market or less comparatively than my Lumia 950XL. Fingerprint sensor is not much sensitive and takes .5 to 1 sec to open, had a angle problem which resolved in recent update but still lag remains same. Face recognition is perfect. I feel phone is in top 5 for gaming with separate gaming mode, don’t see any lag in WCC 2/ Asphalt/ PUBG. Screen size, display is pretty good and as expected. Sound quality is same as it’s lower end models no much difference. Overall I am happy with other specifics except night mode, fingerprint sensor."
128,Had audio issues . Asked for replacement
129,"I am writing this review ,after usage of 15 days.

Phone is fabulous, build quality is also excellent.
Sound quality:
If you often listen music loudly then you may not like it, as it does not have dual speaker, so either buy a good JBL or Bose speakers or look for another phone.

Battery Life: Its Dash charge bro, my 6t got fully charged in 1:28 hours from 0to99.
Typical usage, may lead one or one and half day battery.(Typical means listening song, often watching YouTube or online movie etc.)
It gets slightly warm while charging , later I found that it's normal .
Software :It has oxygen is , except pixel of Google . One plus is the only brand in android to provide updates time to time. Software is also very smooth to use.

Hardware:Snapdragon 845 very fast,
Con:no qhd display,no led notification light.
Pros: On screen fingerprint ,very fast as compared to any other on screen fingerprint, but slightly slower than typical fingerprint.(Its 0.3sec., typical opens in0.15 to0.20sec)
I also noticed that of you kept your phone inactive for half an hour and suddenly use fingerprint on display it takes slightly more time than usual (approx. 0.8secto 0.6sec.) Later it will work fast and fine.
Service: Its a start up, so authorised one plus service centre are mostly in big cities like Bangalore,Pune , Mumbai, Delhi etc.
Summary:
GO FOR IT, I switched from iPhone 6s to one plus 6t , I don't regret it,and you will also."
130,"I am a OnePlus One user who upgraded to this phone. Considering this fact, I am loving this phone. It's been 4 days since I got OnePlus 6T and I have charged only a couple of times for an hour or so each time; the battery is just brilliant. If you are someone who loves to click pictures and take selfies, you won't be disappointed with the various features of the camera in this phone. I got 6 gigs of ram and 128 storage space in this phone, and it's damn quick and no lags or hangs so far! If you don't like the notch, not to worry, you will be able to disable it.

One major disappointment was the 3.5mm jack's death. However, with their Type-C headphone adapter, you can manage to plug in your 3.5mm headphones.

Lastly, if you are someone who's upgrading from OnePlus 3rd Gen., 5th Gen., or 6, consider waiting for the next phone from OnePlus."
131,"The phone is really good,I bought this phone for gaming and i was satisfied with its performance camera quality is good but not great but i dont care because i am not photographer battery is mind blowing and i love the dash charger display is great easily visible in sun light and the auto brightness works really good the ram management is really great the oxygen os is really a great skin but the in display fingerprint doesnt work well but the face unlock works really good in darkness it uses display as fashlight to unlock"
132,"My earlier OP phone gave up on my a little while ago and I wasn't sure if I should wait for the 6T to launch or just go for another phone. I'm glad I waited. The OP 6T is a beast of a device. The screen is just beautiful and the gestures so smooth. Using the device is just a satisfying experience. The battery life is also incredible. Easily gets me through two days of average usage. The finger print reader is slightly slower compared to other devices with regular scanners, but its not something to be put off by. The only con I have about the device is the single downward facing speaker. It can easily be covered depending on how you hold the phone so not really a great experience while watching something especially in landscape mode. Otherwise, don't think twice about getting this phone. Just go for it."
133,"Lot of issues,
1. Camera gets crashed frequently.
2. Apps crash sometimes.
3. Camera app is dead slow while loading.
4. Picture qlty isn't as expected.
5. Speakers are not good... Voice cracks with half the volume.
6. Gallery crashes sometimes."
134,"Device was working fine till 15days but yesterday all Physical buttons(except alert slider) stopped working suddenly on oneplus 6T.
I have raised the complaint in one plus site but no response yet. don't accept such quality from onePlusm

Other software spects are awesome but if physical hardware is not good then purchasing this device is useless. I have capture video,. Hope I will get response assp."
135,Well one plus 6T is awesome. It's truly a flagship killer. Camera cud have been a bit better but hey it's ok nothing can be too perfect right😂
136,My phone is not having any ringtone.this functionality is not working I have already reported and asked for replacement. Further the set was also not having the pin for sim. It's a terrible experience. Expect immediate action from Amazon and one plus team for replacement of my phone.
137,"There is nothing to say that hasn't already been said. This is the best phone in the market in every department. For this price you can't go wrong with this. I have been a OnePlus user since day one. Spent ages getting an invite for the OnePlus One back in 2014 and ever since I haven't picked any other phone. After the OP One I took the OP 5 and now I bought the 6T. Each and everytime I have been extremely happy with these devices. This one is the top of the category as of now. Works super fast, excellent screen, the notch is minimal. Super fast processor and a brilliant camera. The best thing is the Oxygen OS, butter smooth and has all the features you will ever need and then some more. Go for it with eyes closed.

The delivery was on time. Well packed with tamper proof seal and complete verification to ensure you get the device in pristine condition. They supply a TPU clear case with this device, that was a plus point and a surprise. So out of the box you can slip it into the case and save yourself a heart attack lest you drop it."
138,"Excellent phone
Super fast
Excellent UI
Phone unlock is little slow compared to vivo v11 pro
Camera quality nothing to cheer about. I have a v11 pro and s7 edge. V11 pro clicks better photos in day and night than one plus 6t. S7 edge has better camera than 1plus 6T
Excellent sound quality
Display is above average
Battery backup is good. Charging is superfast.
Alert slider is a new thing.
No expandable storage.
Night mode, reading mode and gaming mode is good.
Battery saver option is quite helpful
Overall an excellent phone. Camera needs improvement."
139,"I was extremely excited about the product and while I prefer ordered through Amazon gift card and bought it on the launch day. I was extremely dissapointed with Amazon. During the sale the offer showed 3/6 month no cost emi and then when I went ahead with 6 months my bank started to charge 13% interest saying we have already given no cost emi discount and now 13% will be applicable. Don't understand the logical behind it, if you are giving a discount why do you find ways to earn it back with false advertisement. Now, the offer has changed and says that's applicable only for 3 months. This really messed up my experience. I have been a one plus user and purchased the same through Amazon on multiple occasion, dissapointed to see the quality and commitment has gone so down so much."
140,"I have been blown away by the performance of this phone.. Everything is smooth and easy. So lets talk about pros and cons:
Pros:
1. Screen quality is great and due to the rain drop notch the real estate has increased drastically.
2. Battery life is the best. You charge it once and even after full day use, its around 30 percent. No need to carry a charger now.
3. With Android pie the apps run smoothly without a hitch and after a month of purchase, its already been updated thrice.
4. Wifi connectivity has increased as compared to earlier models.
5. Due to its aspect ratio, the phone is easy to use by one hand.

Cons:
1. Camera is good but not too great as the features are basic. One plus needs to work on its camera app and give more features to use double lenses effectively. The video has stability issues.
2. The sound quality is better than earleir models but still needs to be louder.
3. The screen protector is a smudge magnet and i would suggest a better screen protector.
4. The sunlight visibility is not too great.

Still after considering all these factors the phone is great and people tend to notice it in your hand.

My verdict:
Worth buying. Go for it. You will surely be excited."
141,"Please note my comment this phone is really very pathetic and if the phone got hanged then you can't do anything , the power key was also won't work. The reason for sharing this review was yesterday I was launching the game app and phone was hanged for a long time and I tried to long press the power key button and took out the SIM but nothing won't work.This is really very disappointment for me and other end user. I have trusted on oneplus instead of Iphone , but the result is opposite. Finally, waste of money and time ,battery backup is also worst, launching the game app phone got hanged. In my point of view nothing is good as per my requirement.I was unable to uplad the video because of size issue."
142,Worst product not even that much worth that it costs waste of money
143,"Oneplus has always been my favourite device.
I owned a oneplus 6 and i was happy back then. The biggest mistake i made was when upgraded to oneplus 6t.
camera is quite similar to oneplus 6
device functions almost as smooth as oneplus 6
BUT BATTERY!!!!!! THE BATTERY IS A BUMMER...
battery drains so quickly. battery lasts longer only when the data is turned off,and i stick to only making/attending calls.
1 hour of usage <whatsapp/facebook> and the battery reduces to 50%
1 single game , and battery reduces by 12-15%

i mean, why would anyone want to pay 38000 for a device thats good only for attending/making calls alone????

rated 3 stars only because oneplus has been my personal favourite of all time"
144,"Yesterday, I bought Oneplus 6T - 8GB RAM - 256 GB Storage, Mobile.

 I ordered for this phone on 02 November 2018 and as assured, Amazon delivered it yesterday. Thanks to Amazon.

I have started using it. So far, so good.

 When I charge this Mobile, the Charging Light is not glowing.

Is there a Charging Light in this Mobile?

OnePlus company says 'No Charging Light' in this mobile.

Thumbs Down not to have this basic feature in this model.

 The printed Quick Start Guide which came with this mobile is in Red Colour Paper with Black Colour tiny font, making it too difficult to read during night even with good tubelight.

 This mobile is available only in two black colour variants. They should at least make it available in White colour also.

 The weight of the Charging plug is more. I feel it may be around 175 grams.

Thanks."
145,"I'm using the device from past month. The interface is smooth. Some one told me that the indisplay finger print scanner is not a good idea and face unlock is not good in this phone but I feel indisplay finger print response is so quick(not fast as physical finger print) face unlock is a flaw because you can see there are separate hardware require for the face unlock so that your phone will be secure. Most of the phones come with face unlock using camera but that's not a good idea. You should have in built hardware to setup your phone in safe and secure like iPhone and recently Huawei mate 20 pro which has in built hardware like dot projection. Ram and memory management are good. Camera is not the best but I feel it's good and the night mode is also good. Gaming mode is ultimate. Battery is good as I turn my internet and stream YouTube and it last for more than a half day. If you are a heavy user you can use 8 hours max. If you are a moderate user then you can use it for a day. If you are normal user then 1 and half day maximum.
I will give my rating for the mobile : 9/10
Camera: 7/10
Ram and memory: 10/10
User interface: 10/10
Battery:9/10

Pros:
Good interface
Battery life
Display
Ram and memory
Notch design

Cons:
No head phones jack
Ip68 water resistant
Face unlock is not secure it need hardware"
146,"I got 8GB * 128GB version. The review it in a word, it's a beast. CNET mentioned it as ""Hero phone without sky high Price"". It's true. At this price range it's a great value for money. OnePlusen launching amazing phone's and this is the latest of the greats. No bloatware at all, nothing pre-installed except few handy OnePlus apps for file transfer and a forum, Definitely enhances the Pure Android OS.

Games are running at ultra or high. Haven't hanged at all with lot of apps running, gaming is smooth and this one has a RAM optimiser for the purpose, its my 1st time with SD 845, best fit into this. Good picture clarity too, nearly 2k.

Camera is great, especially the portrait mode. Selfies are neat. Though the 2nd lens purpose is limited, reading from most reviews.

Amazing UI, appreciation is heartfelt.

The build is brilliant and sleek. Comfortable to put it in pant pockets and can be handled with one hand though I won't necessarily do that 😄. Notch is unobtrusive and looks cool, and hiding option available. Night mode is a good thought. I don't have to download an extra app. (My 1st time with an OnePlus and I'm happy about the handy features it comes with, if some features I'm mentioning is already there leave it).
In-display FP sensor is faster. I don't have compulsion for it to open in 0.0003 seconds like it has been stressed in the YouTube reviews, it's faster than fast-enough.

Battery life is awesome, 3.7k mah. It's like it has a compulsion to stay on. Not at all draining at any point.

Sound quality is great too, though stereo could have been better. It's like I'm hearing everything from right or left side, on landscape mode. Anyways I'm either going to use an external speaker or a headset, so no probs.

Pricing is great, definitely not overpriced. Phone with this specs are being sold at 10k higher prices or of lower quality of experience, by others, and this phone is built with Users in mind, I can confidently say that, it has many handy utilities.

Only problem is something that is not with the phone, actually 2 , a bit overpriced official protective bumper case, and no preferential tempered glass or information about if we need it at all. I got the phone on 2nd November, I still have that out of the box screen cover & case. I couldn't find reliable tempered glass, the Amazon recommended are not fitting the phone screen, and their choice have changed twice in 3 days 😄 . So I've ordered 3 of them 😁 let's see which will fit, I'll return the other 2.

The protective bumper case is 2k, though it's official it can easily be priced 500rs below (don't say, you can buy the 1.2k priced one right? Both are a bit overpriced. You are great at what you do, you don't have to take pricing decisions like other phonemakers, your flagship is an example for that) And also to OnePlus guys, so many fake reviews in this area. You have to intervene, your product's accessories are being spammed by fake-reviewed Tglass sellers. Better you soon release your own tempered glass.

Got the promo code and getting the bullets headphone in a day's time. A small help from a beneficiary. Keep up the good work OnePlus."
147,"After buying 6T for myself, I decided to gift this Superman to my Partner, He was such a loyal fan of another brand that I had to let him know what he was missing. I surprised him with this phone and Rest is history. HAHHAHA..... He fell in love with its speed, that beautiful Purple color and ofcourse he became the newest converted fan of One Plus.
Im in Love with One plus, It is one of the most awesome brand.
PRO--
The color is Fab
Sound is awesome
Speed ... VHROOOOM.... Its super fast
Its Big and beautiful
Ohh! Totally for this price its A STEAL

CON
Well, Ive used 5T and as well as 6T, I say the improvement in Battery is visible.
It stills drains very fast and Dash Charger is great but its irritating to keep on charging.
Other than that ..... Its an awesome Phone... Just Go for it.

P/S-- Please Amazon when we customer use Fast delivery and Pay for it. The work should be done properly. Its high callousness of your side to not deliver on time. Refund can be done but that Lost time and Trust does not come easily. Please do take this Feed back seriously,"
148,"I was considering pixel 3xl, but believe me this is way more better than half a pixel 3xl(may be even better than a full one ..lol). This phone is super practical and is a real companion in your day to day tasks. The gestures are beautiful. RAM is so much that I guess whole OS would fit in making everything just spontaneous. Zero lag in any thing. The draw V to start torch is super handy. Camera might not be like pixel 3xl, but for a person who takes normal amount of photos, it is more than sufficient. You won't be unhappy at all with camera.

It comes with screen protector preapplied. A very good case.

No headphones - not a big deal(u probably will buy your own at some stage)

Fingerprint sensor is like just a little bit under 1 second. But it won't make your life slow at all.

If you can afford it and want an upgrade, buy it, period"
149,"Absolutely top notch phone!!! No need for big reviews with pros and cons. Just know that the pros are almost everything and cons are mostly limited to minor s/w bugs. This Onpelus keeps fixing very fast with OTA updates. Previously my only issue was that of Android OS updates as Oneplus was very slow or never pushed updates. This comes with the latest version of android and hoping for faster updates in the future.
Battery life is legendary... Getting close to 6 hrs of SOT nd that's just phenomenal.
Camera is great, may not compete with the pixel but who wants to anyway. At the price its just great.
Lack of a headphone jack is a definite letdown but keep the in box dongle fixed to your existing earphones or upgrade to some good Bluetooth headsets during sale.
Have not seen any major issues yet and performance is very smooth and super fast.
The animations may feel a bit too buttery for some, in such cases go for changing animation scale in the developer options.
Overall fantastic ... As subject says... Just buy this!!"
150,Amazing battery life and a great experience to use it.
151,"I am ratting the Amazon transportation services, worst ever find again and again, I found no scope of improvement with so many compliments. OnePlus should have to go with flipkart for better customer support and services."
152,"This is my first experience with one plus. Good camera, better performance, good screen quality but phone little bit heavy. Go for it."
153,Did not get a physical bill device is good
154,"OnePlus is the best when it comes to performance in Android. Much better than the pixel phones, which is a shame. I was using OP5 before this for a year and a half before I shattered the screen. So I decided to go for 6t now. To be honest I didn't want to buy a new phone since the old one worked as good as new with no slow downs.
Coming to 6t, this is a powerhouse. Never faced a hiccup in any apps, the camera is above average, but I'm not a photography enthusiast. Gaming performance is epic! And it charges extremely fast thanks to Dash charging.
The only downside to this phone is the slightly slower finger print sensor. You'll notice it if you're coming from older OnePlus devices, which had a lightening fast sensor. But it's nothing you can't get used to.
The notch is one of the most subtle ones on the market.
I would recommend this phone to anyone who's looking for a new Android device."
155,Horrible thing happened to my phone: my screen blacked out and phone suddenly stopped working just after 15 days I bought it. I took it to the service center and they said it's some technical error and they erased all the data... I lost all my contacts and pictures and unfortunately I did not have back up. Wors experience ever. . I did not expect this from a good brand like one place. I'm so unhappy with this. I lost my valuable data. Never had such experience with any of the phone I used till now.... I also read reviews on Google and not only me but many customers have faced this same issue..so so disappointed
156,This is really nice product. There are certain drawback like no led notification and no always on display despite having smiled screen. But overall it is very nice and fluid to use. Camera are same as earlier. Night scape mode may not be the best but it still way better than anything else in this price bracket. Mirror black finish also hides the fingerprints to some extent which is also good. Performance and fluid Ness is something which has hooked me for first time for using OnePlus devices. And I must say that it is really fluid and battery life exceptional now with 3700 mah. With moderate usage I am always getting screen on time of anywhere between 6 to 7 hrs so with normal moderate use it will always last you for a day and half. In display fingerprint scanner may not be fastest and always accurate but it is still unique and serve the purpose. Overall a good clean android performance phone to have.
157,i had buyed 6t mobile today and i had puttedlock to it and it had worked for 10 min and after 10 min ph is not opening lock and it is telling incurrect pin and appearing as dummy ph display so plz dont buy this kind of cheap ph friends i had suffered lot and i went to service center to solve my problem they r telling that we dont have this soft ware u directly contact to customer service they wil solve your problem they r telling like that so plz dont buy this kind of stuppid company phones
158,"I purchased the phone on the 1/11/2018. I have purchased one plus 6 on 24/08/18. When I had received my OnePlus 6 and started using it my joy was countless. After years of tradition of using Moto phones I upgraded here. The OnePlus 6 is a seamless ph with many good things. Within months I upgraded to OnePlus 6t. OnePlus 6 and OnePlus 6 t are basically the same phone. It's not much worth upgrading. Both has oxygen 9, same camera, even night mode is available here. Comparatively 6 is lighter and can be held better in hands than 6t. Software no difference. Difference is battery n minimum storage, Tear drop notch. Overall the pH cannot be compared with anyone. It's a giant in itself. Smooth touch, good camera, fast touch responses, everything is very nice. It is difficult cto bring the experience in writing. It should be felt. It's worth to use the phone."
159,"So this is my first time writing a review about anything , normally i read and watch reviews given by other people but this phone is getting a lot of criticism .
The reason might be the design the not change in hardware and other things.But people don't realize that this phone was not made for the people who owned the one plus 6 ,it was for the people who were upgrading form a one plus 3 or 3t or 5 .
Me being a user of one plus 3t absolutely love one plus foe their software and hardware
when they had launched the one plus 3t it was not a major upgrade over the 3 but a phone for the people who were looking to move into the one plus ecosystem ,it had the same design and almost the same specs (sanpdragon 821).
Now coming back to the main topic the review
the design is a minor upgrade over the last model
as the notch is smaller and there is no headphone jack (the hardest of choices require the strongest of wills)
i don't mind the removal of headphone jack as i really wanted to buy the one plus wireless bullets but they are still not available and I had to buy the type c bullets instead of them.
The hardware is good but could have been better i.e in the camera they could have given a secondary wide angel lense .
the haptic feedback could be better .
Now the software we all now that oxygen os is one of the greatest crearion of one plus as it is optimized and snappy at the same time but there the are few things that i would like inculded in the software like manual video mode and a refresh ti the text message app.
Now there are some things that i love to the use of Android pi , the inscereen finegeprint , night mode .
There are also a few tiny deatils lik if you chek incoming vibration pattern they have new names for every pattern .

This one plus always holds a special place in my heart and i absolutely love this phone and i would recommend this if you're looking for an update
( but not an update over the 6 )"
160,"Pros:
Processor (at par with the best smartphones available currently, great for high end gaming and multi tasking)
Display (great resolution)
Looks (very premium)
Battery Life (excellent fast charging, an hour's PUBG play sees a battery loss of merely 15%)
Sound quality (Single firing speaker does the job well)
In-display fingerprint scanner (after the 1st update it works perfectly well each time and it's lightning fast and the animation is a stunner)
Face-recognition unlock (Best is class, works in milliseconds even in low lighting conditions)
Cons:
Camera is a disappointment (there are lower value phones whose cameras are much better, nightscape mode is okay if you have very stable hands, use a stand)
Mirror back is a finger print magnet (impossible to use without a case)
Omission of the 3.5mm headphone jack (using the dongle is an embarrassment)
8GB RAM variants are extremely overpriced (Race with Apple will cause OnePlus to lose)"
161,"Being a tech savvy person, I have owned a Galaxy S3, iPhone 6 and was using a Galaxy S8 until I replaced it with a OnePlus 6T. It was my first experience of trying a smartphone out of my comfort zone (a samsung or an apple).

OnePlus 6T has met all my standards
• Premium phone (both look and feel) at the best price
• Screen resolution is good
• The battery life is amazing. To be exact, I watched Brooklyn 99 for an entire day (10 hours) on the Netflix app
• The processing speed is mind blowing. 0 lag
• Camera both front and rear are super amazing with potrait modes. Night feature for night photography takes time to process but I'll say the picture is worth the wait

Nothing can be perfect, some negatives
• On screen fingerprint takes time to open and struggles to work with dirt on the screen or a fat tempered glass
• Night feature takes a lot of time to process the photo
• No health app to monitor the steps. In-built pedometer is something I look for in a smartphone
• Phone is heavy but battery life compensates the struggle

I am really happy with the phone and would suggest most of you to buy it. It'll be foolish right now (November, 2018) and spend that kind of money to buy an apple, a samsung or a pixel unless you are a die hard fan of those smartphone. I respect your opinion."
162, This is Awesome phone i have ever used the speed is super blazing the sound & camera quality is Best from other Competitive Smart phones the Papaya orange bezzel at back is so Satisfying carbon fiber cover in it and the new Innovative Warp Charge is Thunder Fast in 5 min It charge 12% Speed and Everything on phone camera Front + back are Extra Fine then expection.
163,"It is a very amazing device just i would say , it's not a very big upgrade from last device bt still it's very good , the best in market , 1 star has been reduced just because of headphone jack as everyone wants a headphone jack , maximum people i mean. Quality of the product is good , battery life is also good and charging speed is best in class . Camera is also very good and competes against the best of other flagships. Just go for it in this price range , no other phone can be better. 4 stars because there is always a space of improvement and no device is perfect."
164,"If this is what OnePlus are going to offer then I am sold. I think the phone looks absolutely stunning and yet not flashy, it's understated good looks gives it that upmarket feeling. You don't get a flagship device at this rate. I don't change phones frequently so this phone will be with me for atleast 3 years and as it is my first OP device so I will keep it with me. So next Oneplus will be 9 or 10 God willing. But I tested the bullet headphones and they are good but can be much improved. If possible do bring back the headphone jack and led notification. Great Job OP and Amazon.
One person found this helpful"
165,"OnePlus 6T is my first OnePlus device and I'm in love with this phone, 6T is the fastest flagship phone I have used till date I'm saying this dispute being a Apple Sheep for some time. OP6T has good battery life, Powerful processor for fast multitasking, amazing Graphic Processing power that can chew through graphic intense Games like PUBG-M,Fortnite and Asphalt 9 with ease, The Phone has good RAM management, decently loud speakers, Dash Charging works as advertised, OLED Display is decent with accurate colour reproduction, Tear Drop Notch is non-intrusive during Gaming and watching Movies (Though you have options to completly hide it), Thin side Bezel smaller chin add a very immersive experience during enjoying videos streaming platforms like YouTube, Netflix, APV, Twitch, etc.. dispite the lower availability of content that would take advantage of the phones aspect ratio.
The phone dose comes with few Bloatwares which can be uninstalled, Oxygen OS is simple to use & as close to stock Android OS.
Call Quality, cellular connectivity, Wi-Fi, NFC, Bluetooth are excellent.
In-display Fingerprint scanner ""Just works"" with blazing fast Facial unlock.
Camera is perfect in segment with ability to shoot decent photographs and 4K videos @60FPS.
The Phone is well built/designed with Glossy Glass Body that gives it a premium feel and look.
Amazon Delivery was fast dispite my remote location."
166,"First of all I would like to share the seller feedback, the delivery was awful by Amazon.

But it was overruled by Oneplus, means oh my god, what a phone, awesome phone , nicely packed.

Display 5 *
Camera 5 *
Battery 5 *
Value 5 *
Interface 5 *
Overall 5 *

Most important part is migration of data from old to new, thanks to oneplus switch app, oh it's too cool.

My overall experience with first Oneplus is seems so good.

Need some improvement , for e.g. music player and video player is missing.

Let me use for few more months and then again revised or repost the review."
167,"Performance : Give anything to it, it will work like a charm.
Camera : May be no much technical upgrade from 6, but this is better than 6. Pro mode of one Plus is pretty awesome.
Battery: Getting one day + battery life (pubg , YouTube, pinterest, music ,watsappil and calls).
On screen Finger print scanning : After the first update the speed of finger print recognition drastically improved. No issue in speed and reliability. Cool and handy feature.
Charging : 1hr 15 mins to 10-100 percentage (my personal experience)
Call quality : No issue, loud and clear.
Speaker: Loud and clear.
Face recognition: Very Very fast but will not work in dark condition.
In-hand feel : Quite light and handy.
Software : Oxygen OS you will love this, sure."
